rndm,id,created_at,favorite_count,favorited,retweeted,text,timestamp_ms,Support
12279,6.96E+17,Sun Feb 07 19:19:04 +0000 2016,0,FALSE,FALSE,RT @NASA: Did you know @Space_Station is about the size of a football field? Facts: https://t.co/JLDzB5TW9O #SuperBowlSunday https://t.co/4…,1.45E+12,Neutral
13743,6.96E+17,Sun Feb 07 19:19:37 +0000 2016,0,FALSE,FALSE,#KeepPounding! I’m taking the Panthers to win Super Bowl 50. #SBVote @SportsCenter https://t.co/iRLtzAyj0u,1.45E+12,Panthers
13832,6.96E+17,Sun Feb 07 19:19:39 +0000 2016,0,FALSE,FALSE,#sodatax #taxsodas It makes sense. #SuperBowl,1.45E+12,Neutral
14980,6.96E+17,Sun Feb 07 19:20:06 +0000 2016,0,FALSE,FALSE,RT @NandosUK: Our kind of Super Bowl... #SB50 https://t.co/FkjKGFOozw,1.45E+12,Neutral
15327,6.96E+17,Sun Feb 07 19:20:13 +0000 2016,0,FALSE,FALSE,"My ""Open Letter to Will Smith &amp; the Football Fans Reeling from Concussion"" https://t.co/EyjnDf5oz6 #SuperBowl #SB50 https://t.co/bCVpGjiqPi",1.45E+12,Neutral
15728,6.96E+17,Sun Feb 07 19:20:22 +0000 2016,0,FALSE,FALSE,@ReadyUpLive I think the Panthers will win but I really want the @Broncos to win since its most likely Peyton Manning's last year in the NFL,1.45E+12,Broncos
16642,6.96E+17,Sun Feb 07 19:20:43 +0000 2016,0,FALSE,FALSE,"RT @Nadeshot: So, who do you have winning Super Bowl 50: Broncos or Panthers?",1.45E+12,Neutral
16915,6.96E+17,Sun Feb 07 19:20:50 +0000 2016,0,FALSE,FALSE,"This time of year makes me root for the 'cos, Go Broncos and Go Marco! #ManningRubio2016",1.45E+12,Broncos
17102,6.96E+17,Sun Feb 07 19:20:54 +0000 2016,0,FALSE,FALSE,RT @VictoriasSecret: #SB50 is about to get sexier...@AdrianaLima in the house! 🏈💋 https://t.co/XpjfWWiXBt,1.45E+12,Neutral
17157,6.96E+17,Sun Feb 07 19:20:55 +0000 2016,0,FALSE,FALSE,RT @GuyFieri: Now THAT is a killer raw bar @bullseye_event #SB50 #playerstailgate https://t.co/zQXrQfiNnj https://t.co/pC5iFIcfvQ,1.45E+12,Neutral
17555,6.96E+17,Sun Feb 07 19:21:04 +0000 2016,0,FALSE,FALSE,"RT @NFL: Reporter: ""Why are you wearing socks with sandals?""

Cam: ""Why are you wearing jeans with shoes?"" #SB50 https://t.co/qd0raYDNSB",1.45E+12,Neutral
17831,6.96E+17,Sun Feb 07 19:21:10 +0000 2016,0,FALSE,FALSE,They're food....???  https://t.co/W02xnS2Twi,1.45E+12,Neutral
18061,6.96E+17,Sun Feb 07 19:21:15 +0000 2016,0,FALSE,FALSE,@SMUSportMgt amazing to see the fluctuation in SB tickets over the years https://t.co/ZKNHwyl8qY,1.45E+12,Neutral
18360,6.96E+17,Sun Feb 07 19:21:22 +0000 2016,0,FALSE,FALSE,Today's #SuperBowl tasting: Denver's @CrookedStave (go @Broncos!) and Asheville's @wickedweedbeer (go @Panthers!)🍻🏉 https://t.co/o2RVGSq3ZF,1.45E+12,Panthers
18505,6.96E+17,Sun Feb 07 19:21:26 +0000 2016,0,FALSE,FALSE,RT @Panthers: Coach Rivera and Coach Beam discuss the game plan for #SB50 https://t.co/XDWlslVK2d,1.45E+12,Neutral
18740,6.96E+17,Sun Feb 07 19:21:31 +0000 2016,0,FALSE,FALSE,"RT @DigiTour: 🏈 @Nashgrier &amp; @Tez r all for the Panthers today! Which team do u think will win? Tell us below! #SuperBowlSunday

https://t.…",1.45E+12,Panthers
18756,6.96E+17,Sun Feb 07 19:21:31 +0000 2016,0,FALSE,FALSE,"@STATS_NFL STATS: #Broncos fans, here is what our projections are looking like for your team! What are your th... https://t.co/IFR2qFpg5o",1.45E+12,Broncos
18891,6.96E+17,Sun Feb 07 19:21:34 +0000 2016,0,FALSE,FALSE,#KeepPounding! I’m taking the Panthers to win Super Bowl 50. #SBVote @SportsCenter https://t.co/3rGT1I7Ll2,1.45E+12,Panthers
19178,6.96E+17,Sun Feb 07 19:21:41 +0000 2016,0,FALSE,FALSE,Yay the queen got snapchat 😎 https://t.co/38eHXZEDIP,1.45E+12,Neutral
19907,6.96E+17,Sun Feb 07 19:21:58 +0000 2016,0,FALSE,FALSE,"""ITS GOIN TO BE A BIG GAME BABY CAM IS GOIN TO DABBER UP ON YOU FOLKS!!! YOU BETTER GRAB YOUR DIAPERS BEKAUSE HE BOUT TO 💩💩💩 ON THE BRONCOS""",1.45E+12,Panthers
20589,6.96E+17,Sun Feb 07 19:22:13 +0000 2016,0,FALSE,FALSE,RT @Jordonwhoaa: Probably the only dude alive who will not be watching the #SuperBowl,1.45E+12,Neutral
20753,6.96E+17,Sun Feb 07 19:22:17 +0000 2016,0,FALSE,FALSE,I have no doubt the Panthers will win now,1.45E+12,Panthers
20975,6.96E+17,Sun Feb 07 19:22:21 +0000 2016,0,FALSE,FALSE,Orange Crush! I’m taking the #Broncos to win Super Bowl 50. #SBVote @SportsCenter https://t.co/yyUKHDzRqk,1.45E+12,Broncos
21058,6.96E+17,Sun Feb 07 19:22:24 +0000 2016,0,FALSE,FALSE,RT @WizKayy: If the Broncos don't win the Super Bowl by 3 or more ill pay everyone that retweets this $5 http://t.co/KCpEZxh1Wz,1.45E+12,Broncos
21068,6.96E+17,Sun Feb 07 19:22:24 +0000 2016,0,FALSE,FALSE,#KeepPounding! I’m taking the Panthers to win Super Bowl 50. #SBVote @SportsCenter https://t.co/5GMX7jC9gA,1.45E+12,Panthers
21564,6.96E+17,Sun Feb 07 19:22:35 +0000 2016,0,FALSE,FALSE,I’ve got the @Panthers winning #SB50! #SBFanVote #KeepPounding https://t.co/JgHRjbmTXH,1.45E+12,Panthers
21659,6.96E+17,Sun Feb 07 19:22:37 +0000 2016,0,FALSE,FALSE,Huge win for the Broncos! Cam Newton never saw that coming!,1.45E+12,Broncos
22165,6.96E+17,Sun Feb 07 19:22:49 +0000 2016,0,FALSE,FALSE,I’ve got the @Panthers winning #SB50! #SBFanVote #KeepPounding https://t.co/WEiD4WRNkd,1.45E+12,Panthers
22338,6.96E+17,Sun Feb 07 19:22:53 +0000 2016,0,FALSE,FALSE,got my wholly guacamole ready! 🏈 https://t.co/OMjrHloVEX,1.45E+12,Neutral
22341,6.96E+17,Sun Feb 07 19:22:53 +0000 2016,0,FALSE,FALSE,@kelvinbenjamin @Panthers Get it 🔥 🔥 🔥  #KeepPounding #TEAM 👊 👊,1.45E+12,Panthers
24005,6.96E+17,Sun Feb 07 19:23:32 +0000 2016,0,FALSE,FALSE,RT @GoodwinSmithUK: We're celebrating the #SuperBowl with a competition to win a pair of our #BuckingGoodShoes! RT &amp; follow to enter! https…,1.45E+12,Neutral
24423,6.96E+17,Sun Feb 07 19:23:42 +0000 2016,0,FALSE,FALSE,"I'm a cam newton fan, not a panthers fan.",1.45E+12,Panthers
24537,6.96E+17,Sun Feb 07 19:23:44 +0000 2016,0,FALSE,FALSE,RT @tastefactory: I'd be more excited for the super bowl if they let actual panthers and horses on the field to fight it out.,1.45E+12,Neutral
24730,6.96E+17,Sun Feb 07 19:23:49 +0000 2016,0,FALSE,FALSE,RT @EW: Whitney Houston's brother remembers her iconic #SuperBowl performance: https://t.co/5JG5H4jBHZ https://t.co/iESVyWQkza,1.45E+12,Neutral
25078,6.96E+17,Sun Feb 07 19:23:57 +0000 2016,0,FALSE,FALSE,. @martamanhattan is serving dinner til 8pm. Come get your pizza fix before the big game! #SB50,1.45E+12,Neutral
25103,6.96E+17,Sun Feb 07 19:23:58 +0000 2016,0,FALSE,FALSE,RT @LuxuryBoxxMA: #SUPERBOWL #SUNDAY 6:30PM at Luxury Boxx Sports Bar Malden MA! More tables added Call now 781.322.2101 to reserve... http…,1.45E+12,Neutral
25692,6.96E+17,Sun Feb 07 19:24:11 +0000 2016,0,FALSE,FALSE,#PeytonManning #Card 1998 Tops Chrome Peyton Manning PSA 10 Rookie RC… https://t.co/2zs3Es3WRu #Cards #NFL #Sports https://t.co/I2VjrP0lvh,1.45E+12,Panthers
26201,6.96E+17,Sun Feb 07 19:24:23 +0000 2016,0,FALSE,FALSE,#KeepPounding! I’m taking the Panthers to win Super Bowl 50. #SBVote @SportsCenter https://t.co/axITkVuQX8,1.45E+12,Panthers
26995,6.96E+17,Sun Feb 07 19:24:41 +0000 2016,0,FALSE,FALSE,BETFAIR-5/1 Cam Newton to be Super Bowl MVP + MONEY back if you lose  + £100 FREE bet bundle https://t.co/14ENiyMOpE https://t.co/ZgQNiDnPEz,1.45E+12,Panthers
27642,6.96E+17,Sun Feb 07 19:24:56 +0000 2016,0,FALSE,FALSE,RT @AJaClay: Who y'all got today? I'm going with the Broncos,1.45E+12,Broncos
27901,6.96E+17,Sun Feb 07 19:25:03 +0000 2016,0,FALSE,FALSE,RT @rikerR5: Today is the day!!! #SuperBowlSunday #GoBroncos,1.45E+12,Broncos
27980,6.96E+17,Sun Feb 07 19:25:05 +0000 2016,0,FALSE,FALSE,RT @CBSThisMorning: Follow @CBSThisMorning on @Instagram ahead of Gayle's intvw for a behind-the-scenes look at the @WhiteHouse on #SB50 ht…,1.45E+12,Neutral
28331,6.96E+17,Sun Feb 07 19:25:13 +0000 2016,0,FALSE,FALSE,RT @Panthers: Coach Rivera and Coach Beam discuss the game plan for #SB50 https://t.co/XDWlslVK2d,1.45E+12,Panthers
28346,6.96E+17,Sun Feb 07 19:25:13 +0000 2016,0,FALSE,FALSE,"RT @esurance_sweeps: The more people that follow from your retweet, the more entries you get! #EsuranceSweepstakes #SB50 #Savings https://t…",1.45E+12,Neutral
29209,6.96E+17,Sun Feb 07 19:25:33 +0000 2016,0,FALSE,FALSE,Put yourself in the @Avosfrommexico #SB50 TV spot. #AvosInSpace #ad click here now - https://t.co/1YQBQnrU78 https://t.co/x0iws7wXZ1,1.45E+12,Neutral
29941,6.96E+17,Sun Feb 07 19:25:50 +0000 2016,0,FALSE,FALSE,@BrennenTaylor THE FUCKING BRONCOS,1.45E+12,Broncos
30131,6.96E+17,Sun Feb 07 19:25:54 +0000 2016,0,FALSE,FALSE,Na they deff covering the spread  https://t.co/IJkwAjNS8C,1.45E+12,Neutral
30189,6.96E+17,Sun Feb 07 19:25:56 +0000 2016,0,FALSE,FALSE,RT @picsofcolorado: It's game day #SB50 #Broncos https://t.co/bcPeqfTsec,1.45E+12,Neutral
30285,6.96E+17,Sun Feb 07 19:25:58 +0000 2016,0,FALSE,FALSE,I’ve got the @Panthers winning #SB50! #SBFanVote #KeepPounding https://t.co/nrw5cjEqcv,1.45E+12,Panthers
30436,6.96E+17,Sun Feb 07 19:26:02 +0000 2016,0,FALSE,FALSE,RT @ParaComedian09: #SuperBowl Fun Fact: The same coin used in Iowa caucus will be used to determine which team kicks off. @absrdNEWS,1.45E+12,Neutral
31157,6.96E+17,Sun Feb 07 19:26:18 +0000 2016,0,FALSE,FALSE,@SamHeughan Panthers will win!,1.45E+12,Panthers
31338,6.96E+17,Sun Feb 07 19:26:23 +0000 2016,0,FALSE,FALSE,#KeepPounding! I’m taking the Panthers to win Super Bowl 50. #SBVote @SportsCenter https://t.co/c2wrzNRmQ8,1.45E+12,Panthers
31529,6.96E+17,Sun Feb 07 19:26:27 +0000 2016,0,FALSE,FALSE,I think the @Broncos will win #SB50! #SBFanVote #Broncos https://t.co/gD6P6qwcTu,1.45E+12,Broncos
31566,6.96E+17,Sun Feb 07 19:26:28 +0000 2016,0,FALSE,FALSE,RT @aaronwbu: [silence] https://t.co/QhHeuli5zU,1.45E+12,Neutral
31829,6.96E+17,Sun Feb 07 19:26:34 +0000 2016,0,FALSE,FALSE,I’ve got the @Panthers winning #SB50! #SBFanVote #KeepPounding https://t.co/zwAhvNRIUL,1.45E+12,Panthers
31934,6.96E+17,Sun Feb 07 19:26:36 +0000 2016,0,FALSE,FALSE,@BrennenTaylor I really don't care about football but I live in nc so it's panthers or I have to move https://t.co/9YJQmsK2Dl,1.45E+12,Panthers
32545,6.96E+17,Sun Feb 07 19:26:51 +0000 2016,0,FALSE,FALSE,The end score to the Super Bowl is 24-20 Panthers watch retweet my tweet,1.45E+12,Panthers
32674,6.96E+17,Sun Feb 07 19:26:54 +0000 2016,0,FALSE,FALSE,"RT @nflnetwork: Peyton Manning will break Kurt Warner’s Super Bowl record of 414 passing yards.

- @SteveMariucci #BoldPredictions https://…",1.45E+12,Panthers
33450,6.96E+17,Sun Feb 07 19:27:12 +0000 2016,0,FALSE,FALSE,24-21 panthers,1.45E+12,Panthers
34242,6.96E+17,Sun Feb 07 19:27:31 +0000 2016,0,FALSE,FALSE,"RT @understandabIy: Who will win Super Bowl 50?#SB50 

RT for Panthers

Fav for Broncos https://t.co/taGEWTGP0Y",1.45E+12,Neutral
35222,6.96E+17,Sun Feb 07 19:27:53 +0000 2016,0,FALSE,FALSE,I hope y'all know Cam Newton ain't gone get a ring😂😂😂😂,1.45E+12,Broncos
35704,6.96E+17,Sun Feb 07 19:28:04 +0000 2016,0,FALSE,FALSE,#SB50 Roger Goodell on CBS w/ James Brown.,1.45E+12,Neutral
35916,6.96E+17,Sun Feb 07 19:28:08 +0000 2016,0,FALSE,FALSE,There's a guy in target with a Manning Carolina jersey on... Last I checked manning played for the Broncos,1.45E+12,Broncos
36616,6.96E+17,Sun Feb 07 19:28:24 +0000 2016,0,FALSE,FALSE,"RT @kblumenau: The kid with the Eagles kit in the third row hasn't shut his mouth since, and is now a regular caller to WIP. https://t.co/I…",1.45E+12,Neutral
37673,6.96E+17,Sun Feb 07 19:28:49 +0000 2016,0,FALSE,FALSE,For what could be the final time. The stage has been set to send out a Legend in the perfect way. Lets Go Broncos!!! https://t.co/FmCm2k4Ei1,1.45E+12,Broncos
37780,6.96E+17,Sun Feb 07 19:28:52 +0000 2016,0,FALSE,FALSE,"Oh yes he did...

https://t.co/0kr3OVl7jK #SB50 #FullHouse @dj45williams https://t.co/Q6vEjQZpFH",1.45E+12,Neutral
37879,6.96E+17,Sun Feb 07 19:28:54 +0000 2016,0,FALSE,FALSE,Orange Crush! I’m taking the #Broncos to win Super Bowl 50. #SBVote @SportsCenter https://t.co/2jd5QD38zk,1.45E+12,Broncos
37892,6.96E+17,Sun Feb 07 19:28:54 +0000 2016,0,FALSE,FALSE,Have you both got the popcorn at the ready lads?! Late one pending I presume. @barrycahilldub @mossyquinn #SuperBowlSunday,1.45E+12,Neutral
38254,6.96E+17,Sun Feb 07 19:29:03 +0000 2016,0,FALSE,FALSE,@esurance A loyal customer who wants to win :) !!!!!!!!Choose me! #EsuranceSweepstakes #SB50 :),1.45E+12,Neutral
38852,6.96E+17,Sun Feb 07 19:29:17 +0000 2016,0,FALSE,FALSE,"RT @stavvers: Fine, since #SuperbOwlSunday only comes once a year, have some owls so superb they befriended cats https://t.co/aAUSLHufzH",1.45E+12,Neutral
38877,6.96E+17,Sun Feb 07 19:29:17 +0000 2016,0,FALSE,FALSE,#KeepPounding! I’m taking the Panthers to win Super Bowl 50. #SBVote @SportsCenter https://t.co/CHwmh2RxNW,1.45E+12,Panthers
38998,6.96E+17,Sun Feb 07 19:29:21 +0000 2016,0,FALSE,FALSE,RT @apelsinkaX: And its #superbowl #weekend #beautiful #nature #picoftheday #ocean 🌹💜🌹🌟🌟🌟 https://t.co/yTxxRpicAY,1.45E+12,Neutral
39028,6.96E+17,Sun Feb 07 19:29:21 +0000 2016,0,FALSE,FALSE,I really want Denver to win since its Peyton's last yr. #SuperBowlSunday,1.45E+12,Broncos
39337,6.96E+17,Sun Feb 07 19:29:28 +0000 2016,0,FALSE,FALSE,RT @PeytonList: Broncos or Panthers? Hmm... BEYONCÉ,1.45E+12,Neutral
39659,6.96E+17,Sun Feb 07 19:29:36 +0000 2016,0,FALSE,FALSE,"I think the game will be close for a while but I think the Panthers will eventually pull away. 

#Panthers 30
#Broncos 16",1.45E+12,Panthers
39734,6.96E+17,Sun Feb 07 19:29:37 +0000 2016,0,FALSE,FALSE,"What a crazy night. Meet some lovely people 😊

@skrillex #go90 #superbowl #superbowl50 #edm… https://t.co/40jW3IuXJs",1.45E+12,Neutral
39833,6.96E+17,Sun Feb 07 19:29:40 +0000 2016,0,FALSE,FALSE,RT @GrindOfAthletes: Peyton Manning needs to borrow this pregame for today https://t.co/GiorjtcqWG,1.45E+12,Broncos
40473,6.96E+17,Sun Feb 07 19:29:54 +0000 2016,0,FALSE,FALSE,I’ve got the @Panthers winning #SB50! #SBFanVote #KeepPounding https://t.co/NztKcfFkrO,1.45E+12,Panthers
40599,6.96E+17,Sun Feb 07 19:29:57 +0000 2016,0,FALSE,FALSE,Boy the @nflnetwork is slobbing all over #Broncos today! Keep doubting #Panthers and they will finish you early! #KeepPounding,1.45E+12,Panthers
40804,6.96E+17,Sun Feb 07 19:30:02 +0000 2016,0,FALSE,FALSE,RT @LuvtoDream86: @esurance Pass on this Tweet &amp; we could pass savings on to you (no trick plays involved). #EsuranceSweepstakes #SB50 http…,1.45E+12,Neutral
40958,6.96E+17,Sun Feb 07 19:30:06 +0000 2016,0,FALSE,FALSE,Who has the greatest Super Bowl Half Time Show? #SuperBowlSunday #HalftimeShow,1.45E+12,Neutral
41143,6.96E+17,Sun Feb 07 19:30:10 +0000 2016,0,FALSE,FALSE,Do you ever take a bad photo!? Holy shit. So hot. So bad ass! https://t.co/khy73rCJ24,1.45E+12,Neutral
41329,6.96E+17,Sun Feb 07 19:30:14 +0000 2016,0,FALSE,FALSE,"RT @STEFisDOPE: If Beyonce performs Formation &amp; Cam Newton wins the Super Bowl, Black History Month extends through March &amp; Obama gets anot…",1.45E+12,Panthers
42385,6.96E+17,Sun Feb 07 19:30:38 +0000 2016,0,FALSE,FALSE,"RT @NFL: FOUR hours until #SB50!

It's getting closer... #CARvsDEN #KeepPounding #Broncos https://t.co/0OE5g552mu",1.45E+12,Neutral
43006,6.96E+17,Sun Feb 07 19:30:51 +0000 2016,0,FALSE,FALSE,@LGUS #OLEDisHere ya'll r in @AvosfromMexico  #AvosInSpace #SB50 @PapaJohns_NY #HarmonyGameDay #EsuranceSweepstakes  https://t.co/7ZysDU0wwe,1.45E+12,Neutral
43129,6.96E+17,Sun Feb 07 19:30:54 +0000 2016,0,FALSE,FALSE,RT @ShiWantsTheC: I hope the Broncos win!! https://t.co/4ZtLN0nKHD,1.45E+12,Broncos
43193,6.96E+17,Sun Feb 07 19:30:55 +0000 2016,0,FALSE,FALSE,"The grounds for finding solutions…
https://t.co/2ViQDCjAHp #SuperBowlSunday #PHIvsWSH #CapsFlyers #KittenBowl https://t.co/FzplDWZbNY",1.45E+12,Neutral
43382,6.96E+17,Sun Feb 07 19:31:00 +0000 2016,0,FALSE,FALSE,I spy you!! RT @jackie_ward: Hi guys!!! @MGriegoKPIX @FMallicoatKPIX @gianna_franco #SB50 @CBSSF https://t.co/nFTyAQ1mTF,1.45E+12,Neutral
43385,6.96E+17,Sun Feb 07 19:31:00 +0000 2016,0,FALSE,FALSE,Orange Crush! I’m taking the #Broncos to win Super Bowl 50. #SBVote @SportsCenter https://t.co/JzKEBnh7XG,1.45E+12,Broncos
43386,6.96E+17,Sun Feb 07 19:31:00 +0000 2016,0,FALSE,FALSE,"RT @NFL: FOUR hours until #SB50!

It's getting closer... #CARvsDEN #KeepPounding #Broncos https://t.co/0OE5g552mu",1.45E+12,Panthers
43746,6.96E+17,Sun Feb 07 19:31:09 +0000 2016,0,FALSE,FALSE,RT @Lauren_Alaina: Who are you pulling for in the #SuperBowl today?,1.45E+12,Neutral
44018,6.96E+17,Sun Feb 07 19:31:15 +0000 2016,0,FALSE,FALSE,#KeepPounding! I’m taking the Panthers to win Super Bowl 50. #SBVote @SportsCenter https://t.co/FAq7CCH95e,1.45E+12,Panthers
44095,6.96E+17,Sun Feb 07 19:31:17 +0000 2016,0,FALSE,FALSE,@Panthers @sdotbarbee think out of the litter box....Sir Purr?,1.45E+12,Panthers
44236,6.96E+17,Sun Feb 07 19:31:20 +0000 2016,0,FALSE,FALSE,"RT @GoalieZer0: @russianmachine Pierre just asked Ovechkin about his SB prediction in commercial. Ovie says ""Panthers, but tough time cause…",1.45E+12,Panthers
44275,6.96E+17,Sun Feb 07 19:31:20 +0000 2016,0,FALSE,FALSE,#KeepPounding! I’m taking the Panthers to win Super Bowl 50. #SBVote @SportsCenter https://t.co/6NRdg5oB47,1.45E+12,Panthers
44720,6.96E+17,Sun Feb 07 19:31:30 +0000 2016,0,FALSE,FALSE,"RT @AdamSchefter: Winning Super Bowl is incentive enough, but in Peyton Manning's case, it also would mean cashing in on a $2 million SB-wi…",1.45E+12,Neutral
